,,,,,,,,,,,,,,,HDA SAN JOSE,,,,,PUEBLA,,,,,,,,LEON,,,,,,,,MONTERREY 2,,,,,,,,MTY RESORTES,,MTY TELAS,,,,,,YUCATAN,,,,,,,,,,TECATE,,,,,,,,CD JUATREZ,,,,,,OCOTLAN,,,,,,CD JUAREZ II,,,,,,,,,,,,,,
,10101,,10102,,10103,,10106,,10112,,10120, ,TOTAL,,11108,,,,,10201,,10202,,10220,,TOTAL,,10301,,10302,,10320,,TOTAL,,10401,,10402,,10420,,TOTAL,,11211,,10710,,10720,,TOTAL,,10501,,10502,,10508,,10520,,TOTAL,,10601,,10602,,10620,,TOTAL,,10802,,10820,,TOTAL,,10902,,10920,,TOTAL,,11001,,11002,,11020,,TOTAL,,,TOTAL,,,,,
,ESPUMADO,%,CORTE GDL,%,POLIETILENO,%,CORRUGADO,%,ALM VALLARTA,%,ADMON,%,GUADALAJARA,%,COSTURA HSJ,%,,,,ESPUMADO,%,CORTE,%,ADMON,%,PUEBLA,%,ESPUMADO,%,CORTE,%,ADMON,%,LEON,%,ESPUMADO,%,CORTE,%,ADMON,%,MTY2,%,RESORTES,%,TELAS,%,ADMON,%,MTY TELAS,%,ESPUMADO,%,CORTE,%,COSTURA,%,ADMON,%,YUCATAN,%,ESPUMADO,%,CORTE,%,ADMON,%,TKT,%,CORTE,%,ADMON,%,JUÁREZ,%,CORTE,%,ADMON,%,OCOTLAN,%,ESPUMADO,%,CORTE,%,ADMON,%,JRZ II,%,,GENERAL,%,,,,
,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEGUROS,0,,0,,0,,0,,0,,0,,0,,0,,,,SEGUROS,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,,,
MAQUILA,0,,0,,14707.91,,0,,185848.8,,0,,200556.71,,0,,,,MAQUILA,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,200556.71,,,,,
RECOLECCION DE BASURA ,16554.6,,0,,0,,11250,,6810,,0,,34614.6,,0,,,,,8650,,0,,0,,8650,,29192,,0,,0,,29192,,13050,,30000,,0,,43050,,10527.5,,4480,,0,,4480,,0,,0,,0,,0,,0,,46211.76,,0,,0,,46211.76,,0,,0,,0,,11345,,0,,11345,,0,,0,,0,,0,,,188070.86000000002,,,,,
MANTENIMIENTO INSTALACIONES,3200,,32610,,3806.21,,44210,,12820.23,,0,,96646.43999999999,,0,,,,MANTENIMIENTO,135,,1400,,0,,1535,,0,,6151.37,,0,,6151.37,,2000.6,,8892.45,,0,,10893.050000000001,,7139.19,,5186.46,,0,,5186.46,,0,,0,,0,,0,,0,,0,,0,,0,,0,,700,,0,,700,,0,,0,,0,,1701.86,,12953.14,,0,,14655,,,142906.51,,,,,
MANTENIMIENTO ACTIVO FIJO,92683.37,,499377.43,,10341.8,,62382.670000000006,,39162.18,,0,,703947.4500000002,,5341.09,,,,MANTENIMIENTO,29113.16,,85010.15,,0,,114123.31,,1701955.4200000002,,449172.46,,0,,2151127.8800000004,,628613.84,,395082.14999999997,,0,,1023695.99,,149274.65,,92479.82999999999,,0,,92479.82999999999,,0,,28006.61,,72716.93000000002,,0,,100723.54000000002,,162231.08000000002,,229367.76,,0,,391598.84,,5945.32,,0,,5945.32,,35433.87,,0,,35433.87,,48089.18,,22067.760000000002,,0,,70156.94,,,4843848.710000001,,,,,
MANTENIMIENTO MAYORES FABRIC,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,MANTENIMIENTO,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,,0,,,,,
FLETES MERCANCIAS,-82926.41,,18764.22,,0,,0,,70815.13,,0,,6652.940000000002,,0,,,,,0,,0,,0,,0,,0,,8945.97,,0,,8945.97,,0,,497445.04000000004,,0,,497445.04000000004,,-5911.600000000002,,156768.06,,0,,156768.06,,0,,0,,186834.49,,0,,186834.49,,0,,67041.78,,0,,67041.78,,0,,0,,0,,0,,0,,0,,0,,50000,,0,,50000,,,967776.68,,,,,
FLETES INTERPLANTAS,76000,,171507.32,,0,,0,,12869.43,,0,,260376.75,,0,,,,,52000,,106576.25,,0,,158576.25,,0,,24579.16,,0,,24579.16,,19500,,436018.17,,0,,455518.17,,26000,,3641.3999999999996,,0,,3641.3999999999996,,0,,455000,,252133.47999999998,,0,,707133.48,,150000,,2442.71,,0,,152442.71,,56903.9,,0,,56903.9,,-2500,,0,,-2500,,0,,270750,,0,,270750,,,2113421.82,,,,,
FLETES REFACCIONES,234133.87,,26919.630000000005,,0,,0,,0,,0,,261053.5,,0,,,,,-8201.06,,0,,0,,-8201.06,,5013.83,,24808.11,,0,,29821.940000000002,,26885.21,,171401.4,,0,,198286.61,,-4445.92,,0,,0,,0,,0,,0,,0,,0,,0,,0,,6900.32,,0,,6900.32,,4610.27,,0,,4610.27,,0,,0,,0,,38634.119999999995,,0,,0,,38634.119999999995,,,526659.78,,,,,
FLETES ACTIVOS FIJOS FABRIC,0,0,0,0,0,0,0,0,0,0,0,,0,,0,,,,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,,0,,,,,
GASTOS DE IMPORTACION MERCANCIAS,88228.55,,58408.91,,0,,0,,0,,0,,146637.46000000002,,0,,,,,13787.18,,0,,0,,13787.18,,25906.11,,36394.24,,0,,62300.35,,8062.33,,9422393.67,,0,,9430456,,17806.070000000003,,142734.37,,0,,142734.37,,0,,0,,42580,,0,,42580,,91045.09,,65025,,0,,156070.09,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,10012371.52,,,,,
GASTOS DE IMPORTACION REFACCIONES,73598.84,,41856.96,,0,,0,,0,,0,,115455.79999999999,,0,,,,,-5038.889999999999,,0,,0,,-5038.889999999999,,4693.2699999999995,,25921.12,,0,,30614.39,,31202.08,,19577.95,,0,,50780.03,,-2111.74,,0,,0,,0,,0,,9049.95,,6367.95,,0,,15417.900000000001,,0,,9635,,0,,9635,,346.8199999999997,,0,,346.8199999999997,,0,,0,,0,,15994.89,,0,,0,,15994.89,,,231094.2,,,,,
GASTOS DE IMPORTACION ACTIVOS FIJOS,0,,0,,0,,0,,0,,0,,0,,0,,,,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,,,
HONORARIOS,5600,0,5950,0,0,0,0,0,0,0,0,,11550,,0,0,,,,0,0,0,0,0,,0,,2800,0,8550,0,0,,11350,,4350,,79517.94,0,0,,83867.94,,1400,0,36339.66,0,0,,36339.66,,0,0,1400,0,11400,0,0,,12800,,10400,0,6500,-4.092726157978177e-12,0,,16899.999999999996,,1850,0,0,,1850,,0,0,0,,0,,3650,0,0,0,0,,3650,,,179707.6,,,,,
(+) GASTOS DE FABRICACION,1543992.5,0.03667555439068184,8395071.43,0.20445538710673247,2992004.5,0.17345912223659277,2167822.55,0.2501788821565256,1832336.2499999998,0.04523274986089352,0,,16931227.23,0.11318986919630351,405843.68000000005,,,,(+) GASTOS DE FABRICACION,745801.88,0.05805023583915233,1194173.14,0.056085928065532344,0,,1939975.02,0.05682514763512848,3828238.45,0.052423295619667167,6154830.760000001,0.06667278659155064,0,,9983069.21,0.0603792121732437,2823512,0.04930411837930723,18940874.520000003,0.27386774476242054,0,,21764386.52,0.1721485678549755,2835436.9399999995,0.19847006992288613,1510904.05,0.25890857747577917,0,,1510904.05,0.25890857747577917,0,,739239.53,0.1808028882108219,4563511.670000001,0.4490420498322874,0,,5302751.200000001,0.37208580719817863,1524946.2400000002,0.024691595420187343,2893719.0700000003,0.19560033232410615,0,,4418665.31,0.05771976210367245,2811168.1999999997,0.15429287395624575,0,,2811168.1999999997,0.15429287395624575,718044.7399999999,0.06752368690784334,0,,718044.7399999999,0.06752368690784334,2797726.080000001,0.251359135238766,1231920.6600000001,0.24002444151726524,0,,4029646.7400000007,0.2477819636295345,,72651118.84,0.11574501924756445,72651118.84,0,,
(=) COSTO DE VENTA,31196081.300000004,0.7410227552881784,35365148.270000085,0.8612904773854745,16941479.1,0.9821690087951344,9238714.98,1.0661995310728494,34608372.450000025,0.8543365630208375,0,,127349796.10000014,0.8513681003107616,405843.68000000005,,,,(=) COSTO DE VENTA,10246976.220000003,0.7975836507802659,15813079.909999963,0.7426823067941158,0,,26060056.12999996,0.7633430955038703,60399496.48000001,0.8271012113286953,74309716.72999944,0.8049670378292956,0,,134709213.20999938,0.8147430409427437,40775185.769999996,0.7120155983549294,55964311.56999828,0.8091928269031616,0,,96739497.33999826,0.7651750673876064,14566694.830000002,1.019614614125555,5424645.679999998,0.9295674972338119,0,,5424645.679999998,0.9295674972338119,0,,2885055.84,0.7056257239402483,10906728.549999982,1.0732041680209667,0,,13791784.389999982,0.9677480677306493,47298734.24,0.7658507422143892,11474098.020000037,0.7755892439936733,0,,58772832.26000004,0.767732710718986,14727681.050000004,0.8083387667502215,0,,14727681.050000004,0.8083387667502215,8272200.82000001,0.7779034746616008,0,,8272200.82000001,0.7779034746616008,11580541.809999991,1.0404431640991711,4008816.8200000017,0.7810681723330458,0,,15589358.629999988,0.9585857377330367,,516409604.119998,0.8227242817847332,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UTILIDAD BRUTA,10902600.660000093,0.25897724471182154,5695503.389999926,0.13870952261452552,307567.6000000164,0.017830991204865605,-573624.8999999985,-0.06619953107284932,5900689.139999978,0.1456634369791625,0,0,22232735.889999986,0.14863189968923834,-405843.68000000005,-0.046836637155882856,,,UTILIDAD BRUTA,2600549.1899999585,0.202416349219734,5478769.600000035,0.2573176932058842,0,0,8079318.789999995,0.2366569044961297,12626024.039999403,0.1728987886713047,18004270.35000053,0.19503296217070443,0,0,30630294.389999986,0.18525695905725623,16492078.96999824,0.28798440164507055,13196350.40000172,0.19080717309683842,0,0,29688429.36999996,0.23482493261239354,-280223.6200000029,-0.019614614125555145,411020.5800000001,0.07043250276618804,0,0,411020.5800000001,0.0032510268157984086,0,,1203593.0600000005,0.29437427605975175,-743957.2199999839,-0.07320416802096678,0,0,459635.84000001475,0.03225193226935073,14460994.69000002,0.2341492577856108,3319941.6199999657,0.22441075600632668,0,0,17780936.309999995,0.23226728928101398,3492008.089999996,0.16400679933229514,0,0,3492008.089999996,0.1916612332497785,2361767.3899999987,0.1109235432502359,0,0,2361767.3899999987,0.22209652533839921,-450148.3299999852,-0.007288703137123452,1123663.2399999988,0.07595378053211696,0,0,673514.9100000188,0.00879793278085537,,111272859.5599997,0.1772757182152668,,,,
, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABOR INDIRECTA,64322.48,,67569.85,,0,,69700.78,,270325.16,,1789699.04,,2261617.31,,145291.68,,,,MANO DE OBRA INDIRECTA,0,,22359.4,,124852.02,,147211.42,,0,,253194.04,,1191199.06,,1444393.1,,300478.26,,562776.65,,1346743,,2209997.91,,344906.64,,302412.19,,0,,302412.19,,0,,0,,76480.24,,865024.42,,941504.66,,29971.96,,264435.78,,1259403.7,,1553811.44,,563798.48,,0,,563798.48,,182638.07,,0,,182638.07,,0,,0,,109057.4,,109057.4,,,10206640.3,,,,,
LABOR INDIRECTA,12412.66,,5421.14,,0,,15801.46,,63809.56,,437846.09,,535290.91,,32736.88,,,,IMPTOS S/SALARIOS,0,,3858.03,,35723.49,,39581.52,,0,,50415.47,,306518.79,,356934.26,,69838.66,,134479.48,,333259.39,,537577.53,,84943.55,,71989.56,,0,,71989.56,,0,,0,,12786.71,,190888.26,,203674.97,,8648.31,,60702.25,,287655.32,,357005.88,,147908.01,,0,,147908.01,,44575.33,,0,,44575.33,,0,,0,,24954.29,,24954.29,,,2437172.6900000004,,,,,
COMBUSTIBLE,0,,0,,0,,0,,0,,519.36,,519.36,,0,,,,COMBUSTIBLE ,0,,0,,0,,0,,0,,0,,22146.47,,22146.47,,0,,56086.13,,20726.95,,76813.08,,259.6,,415.19,,0,,415.19,,0,,0,,6138.18,,0,,6138.18,,0,,0,,43487.97,,43487.97,,1214.31,,0,,1214.31,,0,,0,,0,,0,,185.47,,66.24,,251.70999999999998,,,151245.87,,,,,
ENERGIA ELECTRICA,0,,0,,0,,0,,372.38,,904267.24,,904639.62,,37010.34,,,,ENERGIA ELECTRICA,0,,0,,90362.47,,90362.47,,0,,0,,209982.69,,209982.69,,0,,0,,539260.54,,539260.54,,539080.28,,551.77,,0,,551.77,,0,,0,,0,,111919.1,,111919.1,,0,,0,,235811.39,,235811.39,,136552.56,,0,,136552.56,,42912.15,,0,,42912.15,,0,,0,,187300.57,,187300.57,,,3035383.48,,,,,
DEPRECIACIONES Y AMORT.,0,,455.06,,0,,0,,1447.01,,104200.29,,106102.36,,0,,,,DEPRECIACIONES Y AMORT.,528.89,,0,,83469.88,,83998.77,,726.6,,3377.56,,139984.15,,144088.31,,4191.73,,13862.79,,205655.75,,223710.27,,1867.88,,3798,,0,,3798,,0,,0,,9432.15,,56252.28,,65684.43,,0,,4741.93,,175105.27,,179847.19999999998,,25225.28,,0,,25225.28,,2167.11,,0,,2167.11,,6548.42,,0,,19690.35,,26238.769999999997,,,862728.38,,,,,
TRANSPORTE DE PERSONAL,0,,0,,0,,0,,6900,,0,,6900,,0,,,,TRANSPORTE DE PERSONAL,0,,0,,0,,0,,0,,0,,451348.35,,451348.35,,0,,0,,773537.59,,773537.59,,83776.14,,65589.33,,0,,65589.33,,0,,0,,0,,0,,0,,0,,0,,252350,,252350,,213640,,0,,213640,,0,,0,,0,,0,,0,,0,,0,,,1847141.41,,,,,
DERECHOS Y CONTRIB,2411.76,,28491.69,,80.67,,0,,80079.97,,96340.6,,207404.69,,54592.81,,,,DERECHOS Y CONTRIB,0,,1093.1,,27971.27,,29064.37,,0,,79048.79,,212651.4,,291700.19,,0,,27680.96,,140462.12,,168143.08,,58856.92,,68278.84,,0,,68278.84,,0,,0,,0,,33520.56,,33520.56,,0,,26888.77,,197561.86,,224450.62999999998,,36407.34,,0,,36407.34,,6852.11,,0,,6852.11,,0,,12316.81,,156091.07,,168407.88,,,1347679.42,,,,,
DIVERSOS,0,,0,,0,,0,,6256,,209510.69,,215766.69,,0,,,,DIVERSOS,600,,0,,14129.53,,14729.53,,0,,0,,142667.85,,142667.85,,0,,774.34,,61078.38,,61852.719999999994,,8502.73,,4566.86,,0,,4566.86,,0,,0,,0,,51945.78,,51945.78,,0,,0,,62536.96,,62536.96,,22225.85,,0,,22225.85,,6966.59,,0,,6966.59,,0,,314.51,,49927,,50241.51,,,642003.0699999998,,,,,
NO DEDUCIBLES,246.02,,0,,0,,0,,0,,1817,,2063.02,,0,,,,NO DEDUCIBLES,3255.09,,0,,39.8,,3294.8900000000003,,0,,190,,0,,190,,0,,97.1,,4390.8,,4487.900000000001,,368.8,,0,,0,,0,,0,,140,,0,,83,,223,,0,,58380,,0,,58380,,1874.12,,0,,1874.12,,0,,0,,0,,172.8,,4111.12,,407.2,,4691.12,,,75572.84999999999,,,,,
EQUIPOS MENORES,0,,0,,0,,0,,0,,26742.94,,26742.94,,0,,1,,EQUIPOS MENORES,0,,0,,3321.98,,3321.98,,0,,0,,4095.03,,4095.03,,0,,830,,2570.25,,3400.25,,0,,4250,,0,,4250,,0,,0,,0,,3550,,3550,,0,,0,,0,,0,,9000,,0,,9000,,0,,0,,0,,4500,,0,,0,,4500,,,58860.2,,,,,
GASTOS DE VIAJE,2135.34,,4808.18,,0,,0,,1251.73,,1412.06,,9607.31,,0,,,,GASTOS DE VIAJE,11916.81,,0,,5575.78,,17492.59,,0,,12835.49,,10625.53,,23461.02,,0,,11537.29,,13706.03,,25243.32,,0,,5113.66,,0,,5113.66,,0,,0,,0,,10959.08,,10959.08,,5200,,0,,4048.08,,9248.08,,4955.78,,0,,4955.78,,0,,0,,0,,8993.3,,1641.63,,97160.22,,107795.15,,,213875.99,,,,,
TELEFONO,0,,0,,0,,0,,1366.87,,16854.2,,18221.07,,1162.93,,,,TELEFONO,0,,0,,9486.65,,9486.65,,0,,0,,45821.5,,45821.5,,0,,5219.16,,10390.35,,15609.51,,3395,,5406.85,,0,,5406.85,,0,,0,,0,,10303.32,,10303.32,,0,,0,,32847.98,,32847.98,,12116.3,,0,,12116.3,,13478.91,,0,,13478.91,,0,,0,,7980,,7980,,,175830.02,,,,,
ARRENDAM MAQ Y EQUIPO,0,,0,,0,,0,,4980.95,,17433.29,,22414.24,,0,,,,ARRENDAM MAQ Y EQUIPO,0,,0,,1660.31,,1660.31,,0,,0,,14942.82,,14942.82,,0,,0,,19923.76,,19923.76,,0,,0,,0,,0,,0,,0,,0,,4980.94,,4980.94,,0,,0,,9961.88,,9961.88,,3320.62,,0,,3320.62,,1660.31,,0,,1660.31,,1660.31,,0,,0,,1660.31,,,80525.19,,,,,
ARRENDAMIENTO,1105729.51,,2211459.03,,176916.72,,265375.08,,1150978.77,,663437.71,,5573896.82,,1496956.65,,,,ARRENDAMIENTO,172184.75,,545251.72,,0,,717436.47,,1590008.21,,2594223.91,,0,,4184232.12,,1843096.29,,4258187.9799999995,,285522.19,,6386806.46,,1121265.67,,746834.93,,0,,746834.93,,0,,0,,0,,0,,0,,2701469.58,,4599799.56,,34754.09,,7336023.2299999995,,1693663.64,,0,,1693663.64,,690027.34,,0,,690027.34,,0,,0,,2965323.44,,2965323.44,,,32912466.77,,,,,
MENSAJERIA Y PAQUETERIA,0,,0,,0,,0,,0,,0,,0,,0,,,,MENSAJERIA Y PAQUETERIA,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,,,
SEGUROS,9512.56,,55740.61,,0,,0,,21477.96,,324200.94,,410932.07,,40541.92,,,,SEGUROS,0,,4601.62,,59115.59,,63717.21,,0,,49624.77,,320005.89,,369630.66000000003,,0,,0,,409184.64,,409184.64,,98852.22,,36501.38,,0,,36501.38,,0,,1867.85,,6428.32,,114364.42,,122660.59,,0,,51184.03,,290639.09,,341823.12,,89983.4,,0,,89983.4,,25634.89,,0,,25634.89,,0,,0,,129133.53,,129133.53,,,2138595.63,,,,,
HONORARIOS,579216.35,,363039.76,,139373.94,,163784.5,,154953.38,,90142.5,,1490510.4300000002,,0,,,,HONORARIOS,19910.56,,111491.12,,38134.46,,169536.13999999998,,43441.23,,488713.8,,104292.5,,636447.53,,48871.38,,710913.53,,217438.83000000002,,977223.74,,87610.77,,112499.22,,0,,112499.22,,0,,21720.61,,336915.71,,69441.23,,428077.55,,32580.92,,182702.68,,48751.590000000004,,264035.19,,450745.31,,0,,450745.31,,91132.86,,0,,91132.86,,144804.08,,0,,0,,144804.08,,,4852622.82,,,,,
PAPELERIA,4394,,0,,4461.45,,8121.45,,36700,,13228.61,,66905.51000000001,,0,,,,PAPELERIA,948.28,,948.28,,2889.3,,4785.860000000001,,0,,0,,21731.14,,21731.14,,0,,100.86,,10798.66,,10899.52,,1326.2,,2771.04,,0,,2771.04,,0,,610,,2018,,2490.5,,5118.5,,0,,2480,,7172.94,,9652.939999999999,,6224.02,,0,,6224.02,,0,,0,,0,,0,,305.56,,1650.75,,1956.31,,,131371.04,,,,,
COMEDOR,18908,,249284,,134038,,77546,,52111,,99644,,631531,,0,,,,PAPELERIA,0,,0,,0,,0,,0,,0,,225314.81,,225314.81,,67380,,256380,,55380,,379140,,44640,,24490,,0,,24490,,0,,0,,0,,0,,0,,35632,,91664,,53516,,180812,,172070.4,,0,,172070.4,,0,,0,,0,,0,,0,,101745,,101745,,,1759743.21,,,,,
CAPACITACION Y ADIESTRAMIENTO,0,,0,,0,,0,,0,,8166.67,,8166.67,,0,,,,,0,,0,,1458.33,,1458.33,,0,,0,,11383.67,,11383.67,,0,,0,,7935,,7935,,2612.97,,437.5,,0,,437.5,,0,,0,,0,,4433.33,,4433.33,,0,,0,,1483.33,,1483.33,,14015.8,,0,,14015.8,,2658.33,,0,,2658.33,,0,,0,,0,,0,,,54584.93000000001,,,,,
EQUIPO DE TRABAJO,0,,0,,0,,0,,3570.39,,19770.59,,23340.98,,0,,,,EQUIPO DE TRABAJO,0,,0,,2725.24,,2725.24,,0,,0,,5344.62,,5344.62,,0,,0,,9743.8,,9743.8,,12797.76,,4408.33,,0,,4408.33,,0,,0,,0,,4032.56,,4032.56,,0,,0,,4439.36,,4439.36,,11265.96,,0,,11265.96,,1676.35,,0,,1676.35,,0,,0,,0,,0,,,79774.95999999999,,,,,
DONATIVOS,0,,0,,0,,0,,0,,0,,0,,0,,,,PAPELERIA,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,,,
RECLUTAMIENTO,0,,0,,0,,0,,0,,0,,0,,0,,,,RECLUTAMIENTO,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,,,
ARTICULOS DE LIMPIEZA,0,,0,,0,,0,,4144,,40663,,44807,,0,,,,ARTICULOS DE LIMPIEZA,0,,0,,7382.89,,7382.89,,5676.06,,6097.18,,26920,,38693.240000000005,,0,,0,,25764.3,,25764.3,,7098.05,,3491.96,,0,,3491.96,,0,,220.92,,0,,7144.37,,7365.29,,9438,,0,,25782.71,,35220.71,,7044,,0,,7044,,2589,,0,,2589,,0,,0,,0,,0,,,179456.44,,,,,
MANTENIMIENTO INSTALACIONES,6990.38,,0,,0,,1600,,4320,,183635.49000000002,,196545.87000000002,,0,,,,MANTENIMIENTO,0,,0,,8285.19,,8285.19,,0,,0,,77433.65,,77433.65,,0,,11422.3,,82559.08,,93981.38,,3200,,746,,0,,746,,0,,0,,8610.59,,10782.669999999998,,19393.26,,0,,0,,13141.949999999999,,13141.949999999999,,24965.95,,0,,24965.95,,4700,,0,,4700,,0,,3329.81,,9913,,13242.81,,,455636.06000000006,,,,,
MANTENIMIENTO ACTIVO FIJO,0,,0,,0,,0,,700,,17974.47,,18674.47,,0,,,,MANTENIMIENTO,0,,12320,,950,,13270,,0,,0,,20335.35,,20335.35,,0,,0,,55025.78,,55025.78,,2915.5299999999997,,647.58,,0,,647.58,,0,,0,,0,,21995.21,,21995.21,,0,,0,,8320.6,,8320.6,,1200.93,,0,,1200.93,,0,,0,,0,,0,,0,,0,,0,,,142385.45,,,,,
MANTENIMIENTO MAYORES ADMON,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,,,MANTENIMIENTO,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,,0,0,0,,0,,0,0,0,,0,,0,,0,,0,0,0,0,0,,0,,0,0,0,0,0,,0,,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,,0,,,0,,,,,
GASTOS DE ADMON PLANTA,1806279.06,0,2986269.3199999994,0,454870.78,0,601929.27,0,1865745.1299999997,0,5067506.78,0,12782600.34,0.08545516759172482,1808293.2099999997,,,,GASTOS DE ADMINISTRACION,209344.38,0.01629452936026539,701923.27,0.03296675893140859,517534.18000000005,0,1428801.83,0.041852020821944266,1639852.1,0.02245587690882526,3537721.0100000002,0.03832269758789841,3564745.2699999996,0,8742318.379999999,0.052874951104547936,2333856.32,0.04075375924790627,6050348.57,0.08748251386929286,4631057.1899999995,0,13015262.080000004,0.10294610074445464,2508276.71,0.17557006717266188,1465200.1900000002,0.2510767622273178,0,0,1465200.1900000002,0.011589213144030216,0,,24559.379999999997,0.0016640262640900858,458809.9000000001,0.008329102540342002,1574111.0300000005,0,2057480.3100000005,0.14437019446447136,2822940.77,0.04570843847452099,5342979,0.3611575424979731,3048772.0699999994,0,11214691.839999996,0.14649431438173274,3649418.0600000005,0.1713997677038814,0,0,3649418.0600000005,0.20030078625150463,1119669.35,0.0525867585845059,0,0,1119669.35,0.10529177141484038,166678.90999999997,0.0026988283933195027,22204.910000000003,0.0015009362243401424,3860400.0599999996,0,4049283.88,0.05289463805165089,,63841296.18000001,0.10170954244238262,66861752.51,-3020456.3299999908,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10502,,10508,,10520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 
LABOR INDIRECTA,277793.96,,578377.7,,0,,0,,408919.8,,0,,1265091.46,,0,,,,MANO DE OBRA INDIRECTA,0,,115198.21,,0,,115198.21,,0,,743597.63,,0,,743597.63,,0,,550468.3,,0,,550468.3,,0,,40650.46,,0,,40650.46,,0,,79914.34,,0,,0,,79914.34,,0,,365620.91,,0,,365620.91,,160080.08,,0,,160080.08,,148689.06,,0,,148689.06,,63601.14,,0,,0,,63601.14,,,3532911.59,,,,,
LABOR INDIRECTA,71714.62,,132754.03,,0,,0,,114603.14,,0,,319071.79,,0,,,,BENEFICIO LABOR INDIRECTA,0,,25215.25,,0,,25215.25,,0,,170414.22,,0,,170414.22,,0,,125789.86,,0,,125789.86,,0,,10024.72,,0,,10024.72,,0,,17185.9,,0,,0,,17185.9,,0,,90571.41,,0,,90571.41,,38668.9,,0,,38668.9,,35334.41,,0,,35334.41,,15096.43,,0,,0,,15096.43,,,847372.8900000001,,,,,
COMBUSTIBLE ,0,,348538.05,,0,,0,,104995.76,,0,,453533.81,,0,,,,COMBUSTIBLE ,0,,34482.76,,0,,34482.76,,0,,535585.23,,0,,535585.23,,0,,183359,,0,,183359,,0,,0,,0,,0,,0,,17397.93,,0,,0,,17397.93,,0,,302342,,0,,302342,,20235.5,,0,,20235.5,,50146.56,,0,,50146.56,,0,,0,,0,,0,,,1597082.79,,,,,
ENERGIA ELECTRICA,0,,0,,0,,0,,0,,0,,0,,0,,,,ENERGIA ELECTRICA,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,,,
DEPRECIACIONES Y AMORT.,0,,25415.43,,104622.52,,33875.01,,24956.9,,0,,188869.86000000002,,0,,,,DEPRECIACIONES Y AMORT.,0,,5000.22,,0,,5000.22,,80.55,,0,,0,,80.55,,5863.08,,10261.14,,0,,16124.22,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,502.74,,0,,502.74,,6212.28,,0,,6212.28,,6376.21,,0,,6376.21,,0,,0,,0,,0,,,223166.08,,,,,
