,,,,,,,,,,,,,,,HDA SAN JOSE,,,,,PUEBLA,,,,,,,,LEON,,,,,,,,MONTERREY 2,,,,,,,,MTY RESORTES,,MTY TELAS,,,,,,YUCATAN,,,,,,,,,,TECATE,,,,,,,,CD JUATREZ,,,,,,OCOTLAN,,,,,,CD JUAREZ II,,,,,,,,,,,,,,
,10101,,10102,,10103,,10106,,10112,,10120, ,TOTAL,,11108,,,,,10201,,10202,,10220,,TOTAL,,10301,,10302,,10320,,TOTAL,,10401,,10402,,10420,,TOTAL,,11211,,10710,,10720,,TOTAL,,10501,,10502,,10508,,10520,,TOTAL,,10601,,10602,,10620,,TOTAL,,10802,,10820,,TOTAL,,10902,,10920,,TOTAL,,11001,,11002,,11020,,TOTAL,,,TOTAL,,,,,
,ESPUMADO,%,CORTE GDL,%,POLIETILENO,%,CORRUGADO,%,ALM VALLARTA,%,ADMON,%,GUADALAJARA,%,COSTURA HSJ,%,,,,ESPUMADO,%,CORTE,%,ADMON,%,PUEBLA,%,ESPUMADO,%,CORTE,%,ADMON,%,LEON,%,ESPUMADO,%,CORTE,%,ADMON,%,MTY2,%,RESORTES,%,TELAS,%,ADMON,%,MTY TELAS,%,ESPUMADO,%,CORTE,%,COSTURA,%,ADMON,%,YUCATAN,%,ESPUMADO,%,CORTE,%,ADMON,%,TKT,%,CORTE,%,ADMON,%,JUÁREZ,%,CORTE,%,ADMON,%,OCOTLAN,%,ESPUMADO,%,CORTE,%,ADMON,%,JRZ II,%,,GENERAL,%,,,,
,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MATERIALES INDIRECTOS,10465,,147052.68,,864,,8094.93,,0,,0,,166476.61,,0,,,,MATERIALES INDIRECTOS,4.99,,2979.18,,0,,2984.1699999999996,,29684.03,,17070.85,,0,,46754.88,,0,,12225.66,,0,,12225.66,,42349.8,,19968,,0,,19968,,0,,0,,20357.97,,0,,20357.97,,0,,0,,0,,0,,14344.64,,0,,14344.64,,15251.23,,0,,15251.23,,469,,90.74,,0,,559.74,,,341272.69999999995,,,,,
EQ PROTECCION Y SEGURIDAD,0,,0,,0,,0,,0,,0,,0,,0,,,,EQ PROTECCION Y SEGURIDAD,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,,,
DIVERSOS,0,,0,,0,,0,,0,,0,,0,,0,,,,DIVERSOS,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,,,
NO DEDUCIBLES,0,,0,,0,,0,,0,,0,,0,,0,,,,NO DEDUCIBLES,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,,,
HERRAMIENTAS Y EQ MENORES,2756.52,,10369,,33188,,87250.05,,105546.34,,0,,239109.91,,0,,,,HERRAMIENTAS Y EQ MENORES,0,,0,,0,,0,,7057.96,,3772.55,,0,,10830.51,,0,,49761.12,,0,,49761.12,,763.69,,6722.82,,0,,6722.82,,0,,0,,0,,0,,0,,0,,750.46,,0,,750.46,,3525.78,,0,,3525.78,,1846.57,,0,,1846.57,,11992.84,,167394,,0,,179386.84,,,492697.70000000007,,,,,
PRUEBAS DE LABORATORIO,0,,0,,0,,0,,0,,0,,0,,0,,,,PRUEBAS DE LABORATORIO,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,,,
TELEFONOS,0,,0,,0,,0,,0,,0,,0,,0,,,,TELEFONOS,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,,,
ARRENDAMIENTO DE EQUIPOS,8143,,0,,0,,0,,0,,0,,8143,,0,,,,ARRENDAMIENTO DE EQUIPOS,24500,,0,,0,,24500,,14500,,0,,0,,14500,,79146.48,,0,,0,,79146.48,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8143,,0,,0,,8143,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,134432.47999999998,,,,,
ARRENDAMIENTO,0,,0,,0,,0,,0,,0,,0,,0,,,,ARRENDAMIENTO,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,,,
SEGUROS,0,,0,,0,,0,,0,,0,,0,,0,,,,SEGUROS,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0,,,,,
MAQUILA,0,,0,,4463.77,,0,,15919.8,,0,,20383.57,,0,,,,MAQUILA,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,20383.57,,,,,
