UREBLOCK SA DE CV,20.564370967741933,Unnamed: 2,Unnamed: 3,18,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,20.459935714285706,Unnamed: 11,Unnamed: 12,18.1,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,20.374246666666668,Unnamed: 20,Unnamed: 21,18.2,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,T1,Unnamed: 29,Unnamed: 30,20.098163333333336,Unnamed: 32,Unnamed: 33,18.3,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,19.46746774193548,Unnamed: 41,Unnamed: 42,18.4,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,19.07029,Unnamed: 50,Unnamed: 51,19,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,T2,Unnamed: 59,Unnamed: 60,18.68416129032258,Unnamed: 62,Unnamed: 63,19.1,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,18.72754193548387,Unnamed: 71,Unnamed: 72,19.2,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,18.525080000000003,Unnamed: 80,Unnamed: 81,19.3,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,T3,Unnamed: 89,Unnamed: 90,18.4134709677419,Unnamed: 92,Unnamed: 93,19.4,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,20.29187,Unnamed: 101,Unnamed: 102,19.5,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,20.26635333333333,Unnamed: 110,Unnamed: 111,19.6,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,T4,Unnamed: 119,Unnamed: 120,19.382726809837095,Unnamed: 122,Unnamed: 123,19.999252507177484,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,18.327244620303098,Unnamed: 131,Unnamed: 132,16.94872393510507,Unnamed: 134
FLETES INTERPLANTAS,23120,0.002191341880465193,,88297.7833372016,0.008609088644421782,,-65177.7833372016,-0.006417746763956589,,8500,0.0010702372911990964,,80843.5297796912,0.008609088644421782,,-72343.5297796912,-0.007538851353222686,,19500,0.0023199286077781123,,75824.40958047326,0.008609088644421782,,-56324.409580473264,-0.00628916003664367,,51120,0.0019004983578472913,,0,0,,86170.8348566768,0.008612105911629803,,-86170.8348566768,,,8500,0.0010822438590243073,,85500.54223446788,0.008609088644421782,,-77000.54223446788,-0.007526844785397475,,42500,0.004943233752932306,,79620.12569526631,0.008609088644421782,,-37120.12569526631,-0.0036658548914894765,,51000,0.002082637307947962,,6000,0,,98760.4310529676,0.008609088644421782,,-92760.4310529676,-0.008609088644421782,,27800,0.0032083596205797144,,85530.0056503516,0.008609088644421782,,-57730.005650351595,-0.005400729023842068,,76500,0.008132847428337192,,78194.46737584105,0.008609088644421782,,-1694.46737584105,,,110300,0.004161781985728334,,-2500,0,,85706.06185191803,0.00860908864442178,,-88206.06185191803,-0.00860908864442178,,,,,,,,,,,,,,,,,,,,-2500,0,,209920,0.0023713496601274055,,844448.1914148554,0.00860939644143969,,-634528.1914148554,-0.0062380467813122845,,509650,0.005133887870062889,,374750,0.004733753607553518
GASTOS DE IMPORTACION MERCANCIAS,0,0,,39243.45926097849,0.0038262616197430144,,-39243.45926097849,,,0,0,,35930.45767986276,0.003826261619743015,,-35930.45767986276,,,0,0,,33699.73759132146,0.0038262616197430152,,-33699.73759132146,,,0,0,,0,0,,38298.14882518969,0.0038276026273910235,,-38298.14882518969,,,0,0,,38000.240993096835,0.003826261619743014,,-38000.240993096835,,,0,0,,35386.722531229476,0.003826261619743015,,-35386.722531229476,,,0,0,,0,0,,43893.524912430046,0.0038262616197430144,,-43893.524912430046,,,0,0,,38013.33584460072,0.0038262616197430152,,-38013.33584460072,,,0,0,,34753.096611484914,0.0038262616197430144,,-34753.096611484914,,,0,0,,0,0,,38091.58304529691,0.003826261619743015,,-38091.58304529691,,,,,,,,,,,,,,,,,,,,76500,0,0,,0,0,,375310.3072954913,0.00382639841841764,,-375310.3072954913,,,0,0,,0,0
(+) GTOS S/COMPRA,23120,0.002191341880465193,,176595.5666744032,0.017218177288843565,,-153475.5666744032,-0.015026835408378372,,8500,0.0010702372911990964,,161687.0595593824,0.017218177288843565,,-153187.0595593824,-0.016147939997644467,,19500,0.0023199286077781123,,151648.81916094653,0.017218177288843565,,-132148.81916094653,-0.014898248681065453,,51120,0.0019004983578472913,,0,0,,172341.6697133536,0.017224211823259606,,-172341.6697133536,,,8500,0.0010822438590243073,,171001.08446893576,0.017218177288843565,,-162501.08446893576,-0.016135933429819258,,42500,0.004943233752932306,,159240.25139053265,0.01721817728884357,,-116740.25139053263,-0.012274943535911263,,51000,0.002082637307947962,,6000,0,,197520.86210593523,0.017218177288843565,,-191520.86210593523,-0.017218177288843565,,27800,0.0032083596205797144,,171060.0113007032,0.017218177288843565,,-143260.01130070322,-0.014009817668263851,,76500,0.008132847428337192,,156388.9347516821,0.017218177288843565,,-79888.9347516821,-0.009085329860506372,,110300,0.004161781985728334,,-2500,0,,171412.12370383606,0.01721817728884356,,-173912.12370383606,-0.01721817728884356,,,,,,,,,,,,,,,,,,,,-2500,0,,209920,0.0023713496601274055,,1688896.3828297108,0.01721879288287938,,-1478976.3828297108,-0.014847443222751975,,509650,0.005133887870062889,,374750,0.004733753607553518
TOTAL MATERIALES,6337354.040000004,0.6006621677849177,,6843219.821538932,0.6672181772888436,,-505865.781538928,-0.06655600950392593,,5383974.539999992,0.6778976855969991,,6265503.215622277,0.6672181772888436,,-881528.6756222852,0.01067950830815556,,5501096,0.6544692299760895,,5876513.350465565,0.6672181772888436,,-375417.3504655651,-0.01274894731275411,,17222424.579999994,0.6402814873325277,,5254044.959999993,0.6537713116844884,,6678377.903076104,0.6674520203365898,,-1424332.9430761102,-0.013680708652101359,,5470510.699999994,0.6965207777413833,,6626429.149832615,0.6672181772888436,,-1155918.4498326213,0.02930260045253974,,6088678.9700000025,0.7081826681240734,,6170687.436971119,0.6672181772888436,,-82008.46697111588,0.040964490835229794,,16813234.629999988,0.6865856805435416,,5928855.409999997,0.7031453031634916,,7654091.799614323,0.6672181772888436,,-1725236.3896143264,0.03592712587464797,,6378374.13,0.7361193526490023,,6628712.611817338,0.6672181772888437,,-250338.48181733745,0.0689011753601586,,6808751.259999995,0.7238501330075632,,6060196.63072998,0.6672181772888436,,748554.6292700155,0.056631955718719595,,19115980.79999999,0.7212742024747839,,7551656.08000001,0.7101446920725752,,6642357.249799509,0.6672181772888437,,909298.8302005022,0.04292651478373155,,,,,,,,,,,,,,,,,,,,7551656.08000001,0.7101446920725752,,60703296.089999996,0.6857314241217357,,65446089.16946776,0.6672420320513796,,-4742793.079467763,0.01848939207035616,,64343258.76999999,0.6481528023538126,,51640860.06999998,0.6523151638519782
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANO DE OBRA,332945.49,0.031556980802292606,,227478.55525499998,0.02217930023697648,,105466.934745,0.009377680565316127,,271584.81,0.03419531663355545,,216104.62749224997,0.023013145264939902,,55480.182507750025,0.011182171368615546,,248878.06,0.029609196473965003,,216104.62749224997,0.0245364771693474,,32773.432507750025,0.005072719304617602,,853408.36,0.03172733150925567,,233958.04,0.02911186635333479,,231231.95141670748,0.023109838254041497,,2726.088583292527,0.006002028099293292,,314516.82,0.04004516435351217,,289039.9392708844,0.029103563485451137,,25476.880729115626,0.010941600868061035,,252543.93,0.029373733620568786,,235856.59044504163,0.02550247537015842,,16687.339554958366,0.003871258250410365,,801018.79,0.032710423851398704,,253618.98,0.03007848602266986,,242932.28815839288,0.02117675653143047,,10686.691841607128,0.00890172949123939,,312687.61,0.03608684538775459,,303665.36019799113,0.03056567089299647,,9022.249802008853,0.00552117449475812,,283613.31,0.03015142194608757,,242932.28815839288,0.02674646523641373,,40681.021841607115,0.003404956709673841,,849919.8999999999,0.03206873371833206,,384386.97,0.03614708661988747,,312775.3210039309,0.031417969815982834,,71611.6489960691,0.004729116803904636,,,,,,,,,,,,,,,,,,,,384386.97,0.03614708661988747,,2888734.0200000005,0.03263242395448492,,2518121.548890841,0.025672986125779777,,370612.4711091593,0.006959437828705145,,2876923.96,0.02898029043723593,,2311262.05,0.029195317057208913
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GASTOS DE FABRICACION:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,,,,,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANO DE OBRA INDIRECTA,197490.5,0.01871839116107315,,169075.86917759996,0.01648500211861321,,28414.63082240004,0.002233389042459937,,177446.68,0.022342359310055633,,157804.2572830061,0.01680469473708982,,19642.422716993897,0.005537664572965811,,181441.62,0.021586236147672067,,157804.2572830061,0.017917064530185316,,23637.3627169939,0.0036691716174867516,,556378.8,0.020684604768017343,,172329.58,0.02144331394504038,,165694.47014715642,0.01655987583562476,,6635.109852843569,0.004883438109415623,,192058,0.024453363656057697,,179502.20458069432,0.01807415895523237,,12555.79541930568,0.006379204700825328,,158447.5,0.0184292477662998,,165694.47014715642,0.01791605286893157,,-7246.9701471564185,,,522835.07999999996,0.021350506735528574,,159892.84,0.018962833747951307,,172322.24895304267,0.015021577982453377,,-12429.408953042672,0.00394125576549793,,203612.7,0.023498660608532777,,186682.2927639221,0.01879065007102449,,16930.40723607791,0.0047080105375082865,,168471.84,0.01791053295021222,,172322.24895304267,0.01897241027951827,,-3850.408953042672,-0.0010618773293060504,,531977.38,0.020072292628277033,,187366.36,0.017619608813933048,,186682.2927639221,0.01875205057870171,,684.0672360778844,-0.001132441764768663,,,,,,,,,,,,,,,,,,,,187366.36,0.017619608813933048,,1798557.62,0.02031730659730638,,1713584.612052549,0.017470496604880877,,84973.0079474512,0.002846809992425505,,1982923.94,0.019974706490382247,,1648902.91,0.0208285526316691
MANTENIMIENTO INSTALACIONES,937.87,0,,5620,0,,-4682.13,,,343.75,0,,0,0,,343.75,,,635.3900000000001,0,,2195.7,0,,-1560.3099999999997,,,1917.0100000000002,0,,2122.84,0,,249.99,0,,1872.8500000000001,,,13732.12,0.0017484120636923378,,0,0,,13732.12,,,3896.2,0,,152.1,0,,3744.1,,,19751.16,0,,1352.59,0,,5920,0,,-4567.41,,,533.62,0,,393.96,0,,139.66000000000003,,,0,0,,202.57,0,,-202.57,,,1886.21,0,,0,0,,35913.869999999995,0.0036075125109405635,,-35913.869999999995,,,,,,,,,,,,,,,,,,,,,0,0,,23554.38,0,,50648.189999999995,0,,-27093.809999999994,,,65907.53,0,,50648.189999999995,0
MANTENIMIENTO ACTIVO FIJO,10088.9,0,,9530,0,,558.8999999999996,,,28493.059999999998,0.003587568864985097,,9263,0,,19230.059999999998,0.003587568864985097,,27674.86,0.0032924974066797013,,7891,0,,19783.86,0.0032924974066797013,,66256.81999999999,0.0024632429109190837,,12851.36,0.0015991204011565174,,44197.68000000001,0.004417214964220919,,-31346.320000000007,-0.0028180945630644017,,13147.59,0.0016739880633493405,,49543,0.004988507295555432,,-36395.41,-0.0033145192322060917,,7358.6900000000005,0,,46313.979999999996,0.005007793642803592,,-38955.28999999999,-0.005007793642803592,,33357.64,0.0013621934425313187,,100541.18,0.011923896536973433,,12040.01,0.0010495449671957468,,88501.17,0.010874351569777686,,13362.81,0.0015421834540100291,,9598.53,0,,3764.279999999999,0.0015421834540100291,,41412.7,0.004402655826084963,,6470,0,,34942.7,0.004402655826084963,,155316.69,0.0058603282187212336,,35433.87,0.0033321399218288594,,14093,0.0014156278289330936,,21340.870000000003,0.0019165120928957657,,,,,,,,,,,,,,,,,,,,35433.87,0.0033321399218288594,,290365.02,0.003280092375618747,,208940.2,0.0021302064858943724,,81424.82,0.0011498858897243747,,317905.30000000005,0.0032023744991635517,,312047.8300000001,0.003941714585701794
DEPRECIACIONES Y AMORT.,98700.86,0.00935498824203857,,98701.02,0.009623410671928397,,-0.16000000000349246,,,97446.38,0.012269499972747979,,98701.02,0.010510746287185346,,-1254.6399999999994,0.0017587536855626328,,97684.28,0.011621566959087554,,98701.02,0.011206494520382965,,-1016.7400000000052,,,293831.52,0.010923832575191188,,97506.78,0.012132963448933054,,98701.02,0.009864400632066393,,-1194.2400000000052,0.002268562816866661,,97506.78,0.012414836925674607,,98701.02,0.009938250779096191,,-1194.2400000000052,0.0024765861465784154,,97506.63,0.011341130930604277,,98701.02,0.010672249296955911,,-1194.3899999999994,,,292520.19,0.011945361980824045,,89116.6,0.010568974007733415,,98701.02,0.008603909697590513,,-9584.419999999998,0.0019650643101429017,,88572.5,0.010222029945820027,,98701.02,0.009934827245873731,,-10128.520000000004,,,88572.5,0.009416295801913674,,98701.02,0.010866828037726086,,-10128.520000000004,-0.0014505322358124122,,266261.6,0.010046443611706285,,88572.5,0.00832920488860479,,98701.02,0.009914419261766966,,-10128.520000000004,-0.0015852143731621762,,,,,,,,,,,,,,,,,,,,88572.5,0.00832920488860479,,941185.81,0.010632053404440915,,987010.2000000001,0.010062857840108803,,-45824.390000000014,,,1197530.52,0.012063155912210544,,998871.0599999999,0.012617503625765995
FLETES REFACCIONES,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,18500,0.0023019919620488084,,0,0,,18500,,,0,0,,0,0,,0,,,0,0,,9201.16,0.000994894210223753,,-9201.16,,,18500,0,,4388.33,0,,5590.99,0,,-1202.6599999999999,,,200,0,,0,0,,200,,,0,0,,0,0,,0,,,4588.33,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,23088.33,0,,14792.15,0,,8296.180000000002,,,14792.15,0,,14792.15,0
GASTOS DE IMPORTACION REFACCIONES,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,5638.54,0,,-5638.54,,,0,0,,3426,0,,4237.51,0,,-811.5100000000002,,,170.20000000000024,0,,0,0,,170.20000000000024,,,0,0,,0,0,,0,,,3596.2000000000003,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,3596.2000000000003,0,,9876.05,0,,-6279.8499999999985,,,9876.05,0,,9876.05,0
HONORARIOS,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,1400,0,,0,0,,1400,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,1400,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,1400,0,,0,0,,1400,,,0,0,,0,0
MATERIALES INDIRECTOS,15251.23,0.0014455302347580953,,0,0,,15251.23,,,0,0,,3659.6871076901502,0,,-3659.6871076901502,,,12296.6,0.0014629350829950944,,0,0,,12296.6,,,27547.83,0.0010241511282718379,,8387.61,0.0010436870703135247,,4909.679284641554,0,,3477.930715358447,0.0010436870703135247,,5842.62,0,,267.41744419011474,0,,5575.202555809885,,,11072.88,0.0012879019801922134,,0,0,,11072.88,,,25303.11,0.0010332784488845325,,3586.16,0,,0,0,,3586.16,,,15897.57,0.0018347166062352318,,11742.695999363797,0.0011819701169703404,,4154.874000636202,,,7172.32,0,,0,0,,7172.32,,,26656.05,0.00100577215503784,,12954.6,0.001218228204577263,,673.0472291180822,0,,12281.552770881917,0.001218228204577263,,,,,,,,,,,,,,,,,,,,12954.6,0.001218228204577263,,92461.59000000003,0.001044487233333363,,21252.527065003695,0,,71209.06293499633,0.001044487233333363,,39905.95,0,,30230.79,0
COMBUSTIBLE,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0
HERRAMIENTAS Y EQ MENORES,1846.57,0,,151.95610243810938,0,,1694.6138975618906,,,11.21,0,,0,0,,11.21,,,700.69,0,,0,0,,700.69,,,2558.4700000000003,0,,90.52,0,,0,0,,90.52,,,0,0,,261.472856824591,0,,-261.472856824591,,,0,0,,0,0,,0,,,90.52,0,,5839.99,0,,1408.5211895552636,0,,4431.468810444736,,,0,0,,0,0,,0,,,4173.13,0,,2455.726081200307,0,,1717.4039187996932,,,10013.119999999999,0,,485.44,0,,948.5076981186053,0,,-463.0676981186053,,,,,,,,,,,,,,,,,,,,,485.44,0,,13147.550000000001,0,,5226.183928136876,0,,7921.366071863125,,,6078.02,0,,4992.6900000000005,0
EQ PROTECCION Y SEGURIDAD,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0
MAQUILA,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0
DIVERSOS,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0
RECOLECCION DE BASURA ,4400,0,,4820.05,0,,-420.0500000000002,,,3800,0,,4820.05,0,,-1020.0500000000002,,,3500,0,,4820.05,0,,-1320.0500000000002,,,11700,0,,4600,0,,4820.05,0,,-220.05000000000018,,,3950,0,,4820.05,0,,-870.0500000000002,,,4825,0,,4820.05,0,,4.949999999999818,,,13375,0,,4550,0,,4820.05,0,,-270.0500000000002,,,4250,0,,4820.05,0,,-570.0500000000002,,,5950,0,,4820.05,0,,1129.9499999999998,,,14750,0,,11345,0.001066864201204904,,4820.05,0,,6524.95,0.001066864201204904,,,,,,,,,,,,,,,,,,,,11345,0.001066864201204904,,51170,0,,48200.50000000001,0,,2969.4999999999927,,,47575,0,,36100,0
ARRENDAMIENTO DE EQUIPOS,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,,,0,0,,0,0,,0,0,,0,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,,0,0,,0,,,0,0,,0,0
GASTOS DE FABRICACION,328715.93,0.03115609793187996,,287898.89528003806,0.028070320866737893,,40817.03471996192,0.0030857770651420667,,307541.08,0.03872258028136996,,274248.01439069625,0.02920487852126517,,33293.06560930374,0.009517701760104792,,323933.44,0.03853858740881922,,271412.0272830061,0.030816068532149313,,52521.412716993895,0.007722518876669908,,960190.45,0.03569719040386642,,316388.68999999994,0.039368876825035246,,318572.889431798,0.03183888689164758,,-2184.1994317979984,0.007529989933387667,,326237.11,0.04153742457451029,,333095.16488170903,0.033539504271575094,,-6858.054881709033,0.007997920302935196,,283106.9,0.03292855491218897,,330521.32014715637,0.03573829253810578,,-47414.420147156416,-0.002809737625916811,,925732.7000000001,0.03780324427857644,,374093.68999999994,0.044366442234859506,,305040.3501425979,0.02659080551293496,,69053.33985740205,0.017775636721924545,,326599.4,0.03769238586566771,,311938.54876328586,0.031398415064928444,,14660.851236714108,0.0062939708007392695,,315752.49,0.03356819380768059,,284971.615034243,0.03137492942028559,,30780.874965757015,0.0021932643873950053,,1016445.58,0.038351993692812225,,336157.76999999996,0.0316116959691381,,341831.78769115877,0.03433666298655739,,-5674.017691158801,-0.00272496701741929,,,,,,,,,,,,,,,,,,,,336157.76999999996,0.0316116959691381,,3238526.5,0.036583835342457106,,3059530.613045689,0.031192809979612882,,178995.88695431067,0.005391025362844224,,3682494.46,0.03709509200386106,,3106461.6699999995,0.03924009109296658
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COSTO DE VENTAS DIRECTO,6999015.460000004,0.6633752465190902,,7358597.272073969,0.7174677983925579,,-359581.812073966,-0.05409255187346773,,5963100.429999991,0.7508155825119245,,6755855.857505223,0.7194362010750486,,-792755.4275052315,0.03137938143687591,,6073907.5,0.7226170138588737,,6364030.005240821,0.7225707229903403,,-290122.5052408212,,,19036023.389999997,0.7077060092456499,,5804391.689999994,0.7222520548628586,,7228182.743924609,0.7224007454822788,,-1423791.0539246157,,,6111264.629999994,0.7781033666694058,,7248564.253985208,0.7298612450458698,,-1137299.6239852146,0.04824212162353603,,6624329.800000003,0.7704849566568311,,6737065.347563317,0.7284589451971079,,-112735.54756331393,0.04202601145972329,,18539986.119999986,0.7570993486735167,,6556568.079999998,0.777590231421021,,8202064.437915314,0.714985739333209,,-1645496.3579153172,0.06260449208781205,,7017661.140000001,0.8098985839024248,,7244316.520778615,0.7291822632467686,,-226655.3807786145,0.08071632065565615,,7408117.059999995,0.7875697487613313,,6588100.533922615,0.7253395719455429,,820016.5260773796,0.06223017681578846,,20982346.279999986,0.791694929885928,,8272200.82000001,0.7779034746616008,,7296964.358494598,0.7329728100913839,,975236.4615054125,0.04493066457021688,,,,,,,,,,,,,,,,,,,,8272200.82000001,0.7779034746616008,,66830556.61,0.7549476834186778,,71023741.3314043,0.7241078281567722,,-4193184.721404293,0.03083985526190558,,70902677.18999998,0.7142281847949095,,57058583.78999998,0.7207505720021538
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARGEN DE BRUTO,3551597.4799999977,0.3366247534809098,,2897747.735409921,0.28253220160744213,,653849.7445900771,0.054092551873467676,,1979063.4900000105,0.24918441748807546,,2634630.536437692,0.2805637989249514,,-655567.0464376821,-0.031379381436875964,,2331523.570000004,0.2773829861411264,,2443453.8890739763,0.2774292770096597,,-111930.3190739734,,,7862184.540000012,0.29229399075435025,,2232126.3800000055,0.2777479451371414,,2777596.9969296632,0.27759925451772116,,-545470.616929658,,,1742787.7900000056,0.22189663333059415,,2682863.53888199,0.2701387549541302,,-940075.7488819836,-0.048242121623536055,,1973281.0199999977,0.22951504334316886,,2511314.9379452765,0.27154105480289215,,-538033.9179452795,-0.04202601145972329,,5948195.190000016,0.24290065132648334,,1875338.3600000031,0.222409768578979,,3269583.1582514364,0.285014260666791,,-1394244.798251431,-0.06260449208781196,,1647202.9299999997,0.19010141609757528,,2690533.6338623594,0.2708177367532314,,-1043330.7038623595,-0.08071632065565612,,1998182.6000000034,0.21243025123866868,,2494680.5368132265,0.2746604280544571,,-496497.9368132223,-0.062230176815788435,,5520723.890000019,0.20830507011407193,,2361767.3899999987,0.22209652533839921,,2658335.8354987428,0.2670271899086161,,-296568.4454987461,-0.04493066457021691,,,,,,,,,,,,,,,,,,,,2361767.3899999987,0.22209652533839921,,21692871.010000005,0.24505231658132223,,27060740.799104273,0.2758921718432278,,-5367869.789104274,-0.030839855261905552,,28369066.350000024,0.28577181520509054,,22106922.29000002,0.2792494279978463
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GASTOS DE ADMINISTRACION:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LABOR INDIRECTA,200125.93,0.018968180440140377,,190822.21,0.018605283837542525,,9303.720000000001,,,208256.52000000002,0.026221634569335354,,190822.21,0.02032080150002505,,17434.310000000027,0.005900833069310305,,208324.88,0.024784556349945763,,196546.8763,0.022315893921403634,,11778.003700000001,0.002468662428542129,,616707.3300000001,0.022927450468258757,,220030.78,0.027378869565585388,,206374.220115,0.020625501006419335,,13656.559884999995,0.006753368559166053,,235966.99,0.03004397951293531,,206374.220115,0.020779914471433705,,29592.769884999987,0.009264065041501606,,243590.47000000003,0.02833234431050928,,206374.220115,0.022314633886581246,,37216.24988500003,0.006017710423928034,,699588.24,0.028568403310306915,,224235.96000000002,0.02659374384614258,,206374.220115,0.017989937224358245,,17861.739885000017,0.008603806621784334,,221491.97,0.025562082475922787,,206374.220115,0.02077275619689082,,15117.749884999997,0.004789326279031968,,224422.69999999998,0.023858765732751492,,206374.220115,0.022721479083088875,,18048.47988499998,0.0011372866496626166,,670150.63,0.025285773523649087,,227213.40000000002,0.021366755618691082,,206374.220115,0.020730085089701117,,20839.17988500002,,,,,,,,,,,,,,,,,,,,,227213.40000000002,0.021366755618691082,,2213659.6,0.02500648313689867,,2022810.8371049997,0.020623148465151727,,190848.7628950004,0.004383334671746942,,2503415.35,0.025217803785135374,,2081767.9,0.026296401085294494
MANTENIMIENTO INSTALACIONES,15212.53,0.0014418622014201194,,0,0,,15212.53,,,5420,0,,23888.149676950972,0.0025438671304991605,,-18468.149676950972,-0.0025438671304991605,,5420,0,,7324.686178393494,0,,-1904.6861783934937,,,26052.53,0,,5577.64,0,,7324.686178393494,0,,-1747.0461783934934,,,5420,0,,7324.686178393494,0,,-1904.6861783934937,,,5420,0,,7324.686178393494,0,,-1904.6861783934937,,,16417.64,0,,5420,0,,7324.686178393494,0,,-1904.6861783934937,,,8440,0,,7324.686178393494,0,,1115.3138216065063,,,13470,0.0014320190177738823,,11824.992068968391,0.001301913144980207,,1645.0079310316087,,,27330,0.0010312012844057605,,4700,0,,7324.686178393494,0,,-2624.6861783934937,,,,,,,,,,,,,,,,,,,,,4700,0,,74500.17,0,,86985.94499467382,0,,-12485.774994673819,,,69559,0,,59533,0
